StartSize,MutRate,id,ProgCont,ProgAdap,0~ContRes,0~ContAll,0~AdapRes,0~AdapAll,20~ContRes,20~ContAll,20~AdapRes,20~AdapAll,40~ContRes,40~ContAll,40~AdapRes,40~AdapAll,60~ContRes,60~ContAll,60~AdapRes,60~AdapAll,80~ContRes,80~ContAll,80~AdapRes,80~AdapAll,100~ContRes,100~ContAll,100~AdapRes,100~AdapAll,120~ContRes,120~ContAll,120~AdapRes,120~AdapAll,140~ContRes,140~ContAll,140~AdapRes,140~AdapAll,160~ContRes,160~ContAll,160~AdapRes,160~AdapAll,180~ContRes,180~ContAll,180~AdapRes,180~AdapAll,200~ContRes,200~ContAll,200~AdapRes,200~AdapAll,220~ContRes,220~ContAll,220~AdapRes,220~AdapAll,240~ContRes,240~ContAll,240~AdapRes,240~AdapAll,260~ContRes,260~ContAll,260~AdapRes,260~AdapAll,280~ContRes,280~ContAll,280~AdapRes,280~AdapAll,300~ContRes,300~ContAll,300~AdapRes,300~AdapAll,320~ContRes,320~ContAll,320~AdapRes,320~AdapAll,340~ContRes,340~ContAll,340~AdapRes,340~AdapAll,360~ContRes,360~ContAll,360~AdapRes,360~AdapAll,380~ContRes,380~ContAll,380~AdapRes,380~AdapAll,400~ContRes,400~ContAll,400~AdapRes,400~AdapAll,420~ContRes,420~ContAll,420~AdapRes,420~AdapAll,440~ContRes,440~ContAll,440~AdapRes,440~AdapAll,460~ContRes,460~ContAll,460~AdapRes,460~AdapAll,480~ContRes,480~ContAll,480~AdapRes,480~AdapAll,500~ContRes,500~ContAll,500~AdapRes,500~AdapAll,520~ContRes,520~ContAll,520~AdapRes,520~AdapAll,540~ContRes,540~ContAll,540~AdapRes,540~AdapAll,560~ContRes,560~ContAll,560~AdapRes,560~AdapAll,580~ContRes,580~ContAll,580~AdapRes,580~AdapAll,600~ContRes,600~ContAll,600~AdapRes,600~AdapAll,620~ContRes,620~ContAll,620~AdapRes,620~AdapAll,640~ContRes,640~ContAll,640~AdapRes,640~AdapAll,660~ContRes,660~ContAll,660~AdapRes,660~AdapAll,680~ContRes,680~ContAll,680~AdapRes,680~AdapAll,700~ContRes,700~ContAll,700~AdapRes,700~AdapAll,720~ContRes,720~ContAll,720~AdapRes,720~AdapAll,740~ContRes,740~ContAll,740~AdapRes,740~AdapAll,760~ContRes,760~ContAll,760~AdapRes,760~AdapAll,780~ContRes,780~ContAll,780~AdapRes,780~AdapAll,800~ContRes,800~ContAll,800~AdapRes,800~AdapAll,820~ContRes,820~ContAll,820~AdapRes,820~AdapAll,840~ContRes,840~ContAll,840~AdapRes,840~AdapAll,860~ContRes,860~ContAll,860~AdapRes,860~AdapAll,880~ContRes,880~ContAll,880~AdapRes,880~AdapAll,900~ContRes,900~ContAll,900~AdapRes,900~AdapAll,920~ContRes,920~ContAll,920~AdapRes,920~AdapAll,940~ContRes,940~ContAll,940~AdapRes,940~AdapAll,960~ContRes,960~ContAll,960~AdapRes,960~AdapAll,980~ContRes,980~ContAll,980~AdapRes,980~AdapAll
1.0E8,1.0E-9,23.0,-1.0,851.0,0.0,1.00215169E8,1.0,1.00400003E8,0.0,3.7779304E7,2.0,6.6629361E7,0.0,1.9744554E7,2.0,6.9313471E7,0.0,1.0761607E7,6.0,8.232027E7,0.0,5797924.0,12.0,5.1363458E7,0.0,3016661.0,21.0,9.6700216E7,0.0,1507315.0,62.0,6.3331405E7,0.0,723128.0,156.0,6.630545E7,0.0,334392.0,449.0,9.0378877E7,0.0,149747.0,1122.0,4.8191516E7,0.0,66415.0,2673.0,8.2766201E7,0.0,28865.0,8493.0,7.1782645E7,0.0,12594.0,20315.0,5.9632203E7,0.0,5430.0,62280.0,9.9316674E7,0.0,2388.0,174661.0,5.1445263E7,0.0,968.0,414448.0,7.4407242E7,0.0,345.0,719290.0,8.0382481E7,0.0,157.0,841995.0,5.335164E7,0.0,39.0,904151.0,9.2092177E7,0.0,19.0,941003.0,6.5494257E7,0.0,5.0,967670.0,6.2824378E7,0.0,0.0,1042473.0,9.7237883E7,0.0,0.0,1239683.0,4.7391852E7,0.0,0.0,1721043.0,8.5280679E7,0.0,0.0,3267418.0,6.4574389E7,0.0,0.0,5525815.0,6.8951281E7,0.0,0.0,9365287.0,7.8537189E7,0.0,0.0,1.193508E7,6.102038E7,0.0,0.0,1.5036724E7,8.0331038E7,0.0,0.0,1.6478378E7,6.2644493E7,0.0,0.0,1.7765786E7,7.4483201E7,0.0,0.0,1.8482452E7,6.7203821E7,0.0,0.0,2.0550348E7,6.5774802E7,0.0,0.0,2.4147741E7,8.0797298E7,0.0,0.0,3.2921818E7,5.7133846E7,0.0,0.0,4.7787759E7,5.8439054E7,0.0,0.0,6.2957768E7,6.7247274E7,0.0,0.0,7.344654E7,7.5064378E7,0.0,0.0,8.0693297E7,8.1299604E7,0.0,0.0,8.6957165E7,8.7184043E7,0.0,0.0,9.2541942E7,9.2626788E7,0.0,0.0,9.9480288E7,9.9511389E7,0.0,0.0,1.10580838E8,1.10591828E8,0.0,0.0,1.28462923E8,1.28466728E8,0.0,0.0,1.51522284E8,1.51523417E8,0.0,0.0,1.7485621E8,1.74856541E8,0.0,0.0,1.93628392E8,1.93628458E8,0.0,0.0,2.09515997E8,2.09516013E8,0.0,0.0,2.222044E8,2.22204405E8,0.0,0.0,2.34658733E8,2.34658733E8
1000000.0,1.0E-7,24.0,-1.0,637.0,0.0,1009586.0,0.0,1000014.0,0.0,376765.0,0.0,609204.0,0.0,161254.0,0.0,692599.0,0.0,70134.0,0.0,856221.0,0.0,30874.0,0.0,519990.0,0.0,13319.0,0.0,917527.0,0.0,5861.0,0.0,628511.0,0.0,2495.0,0.0,682315.0,0.0,1141.0,0.0,867149.0,0.0,510.0,0.0,526155.0,0.0,233.0,0.0,981857.0,0.0,83.0,0.0,555955.0,0.0,22.0,0.0,764096.0,0.0,20.0,0.0,798481.0,0.0,5.0,0.0,545895.0,0.0,0.0,0.0,1032774.0,0.0,0.0,5.0,529614.0,0.0,0.0,21.0,811212.0,0.0,0.0,62.0,695734.0,0.0,0.0,207.0,645539.0,0.0,0.0,631.0,1008255.0,0.0,0.0,1971.0,467555.0,0.0,0.0,6122.0,883732.0,0.0,0.0,18963.0,630612.0,0.0,0.0,59017.0,750096.0,0.0,0.0,184679.0,581655.0,0.0,0.0,457851.0,915953.0,0.0,0.0,758036.0,916603.0,0.0,0.0,868666.0,925307.0,0.0,0.0,900728.0,923099.0,0.0,0.0,933256.0,942395.0,0.0,0.0,1014028.0,1017966.0,0.0,0.0,1251802.0,1253525.0,0.0,0.0,1957769.0,1958442.0,0.0,0.0,3616552.0,3616797.0,0.0,0.0,5623365.0,5623439.0,0.0,0.0,7656355.0,7656380.0,0.0,0.0,9660112.0,9660115.0,0.0,0.0,1.1970764E7,1.1970767E7,0.0,0.0,1.3937231E7,1.3937234E7,0.0,0.0,1.5180564E7,1.5180564E7,0.0,0.0,1.6642267E7,1.6642267E7,0.0,0.0,1.9163041E7,1.9163042E7,0.0,0.0,2.4661582E7,2.4661583E7,0.0,0.0,3.3381912E7,3.3381913E7,0.0,0.0,4.191338E7,4.191338E7,0.0,0.0,4.9860415E7,4.9860415E7,0.0,0.0,5.7745932E7,5.7745932E7,0.0,0.0,6.4775107E7,6.4775108E7,0.0,0.0,7.0623325E7,7.0623325E7
1000000.0,1.0E-8,24.0,-1.0,783.0,0.0,1002224.0,0.0,1007236.0,0.0,371851.0,0.0,618158.0,0.0,157899.0,0.0,698871.0,0.0,67880.0,0.0,863098.0,0.0,29911.0,0.0,525083.0,0.0,13224.0,0.0,925759.0,0.0,5958.0,0.0,633591.0,0.0,2549.0,0.0,685407.0,0.0,1103.0,0.0,867061.0,0.0,467.0,0.0,527543.0,0.0,172.0,0.0,985321.0,0.0,82.0,0.0,557169.0,0.0,29.0,0.0,764003.0,0.0,26.0,0.0,799001.0,0.0,4.0,0.0,548718.0,0.0,0.0,0.0,934595.0,0.0,0.0,0.0,588720.0,0.0,0.0,0.0,735867.0,0.0,0.0,0.0,849991.0,0.0,0.0,0.0,529878.0,0.0,0.0,0.0,1005520.0,0.0,0.0,0.0,570332.0,0.0,0.0,0.0,718748.0,0.0,0.0,0.0,830823.0,0.0,0.0,13.0,570706.0,0.0,0.0,48.0,979362.0,0.0,0.0,167.0,557458.0,0.0,0.0,508.0,774950.0,0.0,0.0,1671.0,738035.0,0.0,0.0,5117.0,622667.0,0.0,0.0,16418.0,981644.0,0.0,0.0,50455.0,543206.0,0.0,0.0,155561.0,994164.0,0.0,0.0,449748.0,788629.0,0.0,0.0,774780.0,892139.0,0.0,0.0,877004.0,917755.0,0.0,0.0,903178.0,919035.0,0.0,0.0,928352.0,935003.0,0.0,0.0,988214.0,991076.0,0.0,0.0,1160112.0,1161338.0,0.0,0.0,1670713.0,1671176.0,0.0,0.0,2863246.0,2863426.0,0.0,0.0,4772234.0,4772296.0,0.0,0.0,6721229.0,6721250.0,0.0,0.0,9111146.0,9111149.0,0.0,0.0,1.2352815E7,1.2352815E7,0.0,0.0,1.4589746E7,1.4589746E7,0.0,0.0,1.5453386E7,1.5453386E7,0.0,0.0,1.6317612E7,1.6317612E7,0.0,0.0,1.8086574E7,1.8086574E7
1000000.0,1.0E-9,24.0,-1.0,-1.0,0.0,1009985.0,0.0,1009715.0,0.0,378195.0,0.0,620100.0,0.0,162108.0,0.0,705144.0,0.0,69983.0,0.0,869493.0,0.0,30053.0,0.0,526890.0,0.0,13135.0,0.0,930814.0,0.0,5805.0,0.0,639465.0,0.0,2519.0,0.0,694518.0,0.0,1148.0,0.0,878913.0,0.0,473.0,0.0,531897.0,0.0,200.0,0.0,995081.0,0.0,117.0,0.0,560645.0,0.0,52.0,0.0,770453.0,0.0,20.0,0.0,802070.0,0.0,4.0,0.0,548491.0,0.0,0.0,0.0,937434.0,0.0,0.0,0.0,591679.0,0.0,0.0,0.0,739947.0,0.0,0.0,0.0,852238.0,0.0,0.0,0.0,529081.0,0.0,0.0,0.0,1003013.0,0.0,0.0,0.0,568776.0,0.0,0.0,0.0,715178.0,0.0,0.0,0.0,830422.0,0.0,0.0,0.0,571785.0,0.0,0.0,0.0,982577.0,0.0,0.0,0.0,560729.0,0.0,0.0,0.0,778085.0,0.0,0.0,0.0,812545.0,0.0,0.0,0.0,557501.0,0.0,0.0,0.0,1058986.0,0.0,0.0,0.0,494185.0,0.0,0.0,0.0,841796.0,0.0,0.0,0.0,720801.0,0.0,0.0,0.0,607168.0,0.0,0.0,0.0,1047666.0,0.0,0.0,0.0,482956.0,0.0,0.0,0.0,826686.0,0.0,0.0,0.0,706345.0,0.0,0.0,0.0,653194.0,0.0,0.0,0.0,928279.0,0.0,0.0,0.0,523585.0,0.0,0.0,0.0,899807.0,0.0,0.0,0.0,632492.0,0.0,0.0,0.0,719276.0,0.0,0.0,0.0,836900.0,0.0,0.0,0.0,577646.0,0.0,0.0,0.0,1104042.0,0.0,0.0,0.0,466005.0,0.0,0.0,0.0,882259.0
1.0E7,1.0E-7,24.0,448.0,446.0,1.0,1.0020021E7,1.0,1.0102175E7,2.0,3667753.0,2.0,6623277.0,4.0,1626158.0,6.0,6731481.0,11.0,740173.0,21.0,8720203.0,39.0,338531.0,49.0,4783547.0,137.0,152793.0,110.0,8160031.0,500.0,69440.0,350.0,7377648.0,1603.0,32133.0,930.0,5722452.0,5448.0,18804.0,2704.0,9835763.0,18216.0,23881.0,7836.0,5874964.0,60214.0,62782.0,21032.0,7072692.0,193628.0,194714.0,65372.0,8853031.0,581930.0,582376.0,176991.0,5104569.0,979997.0,980170.0,426650.0,9012695.0,1339515.0,1339579.0,970599.0,5715896.0,1514567.0,1514591.0,1517240.0,7990010.0,1593595.0,1593608.0,2437566.0,5098940.0,1689321.0,1689324.0,3138482.0,9576268.0,1894521.0,1894522.0,3711767.0,6998468.0,2448011.0,2448012.0,4662451.0,6074776.0,3955462.0,3955462.0,6113679.0,6742638.0,6775661.0,6775661.0,8369328.0,8644446.0,1.0704506E7,1.0704507E7,1.1070711E7,1.1184988E7,1.3590691E7,1.3590691E7,1.4501306E7,1.4548021E7,1.6486502E7,1.6486502E7,1.949125E7,1.9508165E7,1.9304763E7,1.9304763E7,2.4089352E7,2.409476E7,2.2175593E7,2.2175593E7,2.8855339E7,2.8856876E7,2.4839184E7,2.4839184E7,3.4336688E7,3.4337089E7,2.7914599E7,2.7914599E7,3.9810171E7,3.9810254E7,3.3397331E7,3.3397331E7,4.5898015E7,4.5898034E7,4.1476797E7,4.1476797E7,5.3116551E7,5.3116559E7,5.2075736E7,5.2075737E7,6.254651E7,6.2546513E7,6.4025173E7,6.4025174E7,7.1810531E7,7.1810531E7,7.3824292E7,7.3824294E7,8.1934688E7,8.1934689E7,8.1666161E7,8.1666162E7,9.4115822E7,9.4115824E7,8.9845274E7,8.9845276E7,1.06688449E8,1.0668845E8,9.8964818E7,9.8964819E7,1.18606248E8,1.18606249E8,1.0884924E8,1.0884924E8,1.31102858E8,1.31102859E8,1.21704863E8,1.21704863E8,1.45544924E8,1.45544926E8,1.36529448E8,1.3652945E8,1.62167439E8,1.62167441E8,1.53264428E8,1.53264432E8,1.79870123E8,1.79870126E8,1.72098425E8,1.72098429E8,1.99219433E8,1.99219434E8,1.91865819E8,1.9186582E8,2.17779754E8,2.17779756E8,2.13178413E8,2.13178417E8,2.34537708E8,2.34537711E8,2.30265525E8,2.30265528E8,2.49238297E8,2.49238299E8,2.44948633E8,2.44948639E8,2.62663989E8,2.62663994E8,2.60082306E8,2.6008231E8,2.77867838E8,2.77867841E8,2.74960616E8,2.74960616E8,2.94136088E8,2.94136092E8,2.89957359E8,2.89957364E8,3.10252595E8,3.10252598E8,3.04690901E8,3.04690902E8,3.25623308E8,3.25623312E8
1.0E7,1.0E-8,24.0,-1.0,645.0,0.0,1.0042406E7,0.0,1.0007901E7,0.0,3599756.0,0.0,6402801.0,0.0,1582620.0,0.0,7279331.0,0.0,714965.0,0.0,8404155.0,0.0,322942.0,0.0,5200713.0,0.0,144616.0,0.0,9866486.0,0.0,64251.0,0.0,6288299.0,0.0,28493.0,0.0,6473638.0,0.0,12543.0,0.0,9582710.0,0.0,5586.0,0.0,4687617.0,0.0,2448.0,1.0,8506057.0,0.0,1074.0,2.0,7108879.0,0.0,417.0,6.0,5842356.0,0.0,160.0,19.0,1.0603755E7,0.0,57.0,56.0,5707403.0,0.0,18.0,153.0,7151443.0,0.0,10.0,490.0,8254389.0,0.0,3.0,1329.0,5247856.0,0.0,5.0,3924.0,9493567.0,0.0,0.0,12025.0,5903143.0,0.0,0.0,33663.0,6869019.0,0.0,0.0,105963.0,8836918.0,0.0,0.0,278275.0,5342212.0,0.0,0.0,521752.0,9649901.0,0.0,0.0,777685.0,5346578.0,0.0,0.0,882954.0,8173989.0,0.0,0.0,1021034.0,6168728.0,0.0,0.0,1222352.0,7826756.0,0.0,0.0,1740331.0,5560880.0,0.0,0.0,2390879.0,9081994.0,0.0,0.0,4031931.0,6782408.0,0.0,0.0,7237858.0,8354383.0,0.0,0.0,1.0849995E7,1.1254078E7,0.0,0.0,1.38415E7,1.3974143E7,0.0,0.0,1.5933369E7,1.5978566E7,0.0,0.0,1.8246603E7,1.8262959E7,0.0,0.0,2.1369252E7,2.1374908E7,0.0,0.0,2.5388159E7,2.5390147E7,0.0,0.0,3.0942155E7,3.0942857E7,0.0,0.0,3.7728632E7,3.7728819E7,0.0,0.0,4.6407397E7,4.6407437E7,0.0,0.0,5.6419468E7,5.6419476E7,0.0,0.0,6.5976943E7,6.5976948E7,0.0,0.0,7.3607171E7,7.3607171E7,0.0,0.0,8.2145478E7,8.2145478E7,0.0,0.0,9.1969753E7,9.1969753E7,0.0,0.0,1.0276674E8,1.0276674E8,0.0,0.0,1.15208175E8,1.15208175E8,0.0,0.0,1.29412759E8,1.29412759E8,0.0,0.0,1.45679159E8,1.45679159E8
1.0E7,1.0E-9,24.0,-1.0,-1.0,0.0,1.0037858E7,0.0,1.0018935E7,0.0,3614913.0,0.0,6579830.0,0.0,1580864.0,0.0,6803448.0,0.0,715055.0,0.0,8819046.0,0.0,322496.0,0.0,4877369.0,0.0,144182.0,0.0,8678256.0,0.0,64151.0,0.0,7051389.0,0.0,28225.0,0.0,6103861.0,0.0,12288.0,0.0,1.0014235E7,0.0,5316.0,0.0,5241051.0,0.0,2317.0,0.0,7861517.0,0.0,976.0,0.0,7329510.0,0.0,422.0,0.0,6022389.0,0.0,156.0,0.0,1.0114355E7,0.0,52.0,0.0,5402653.0,0.0,25.0,0.0,7576049.0,0.0,7.0,0.0,7886732.0,0.0,2.0,0.0,5530472.0,0.0,0.0,0.0,1.0114134E7,0.0,0.0,0.0,5611841.0,0.0,0.0,0.0,7235916.0,0.0,0.0,0.0,8375270.0,0.0,0.0,0.0,5365844.0,0.0,0.0,0.0,9751121.0,0.0,0.0,0.0,6061463.0,0.0,0.0,0.0,7047904.0,0.0,0.0,0.0,8250341.0,0.0,0.0,0.0,5350874.0,0.0,0.0,0.0,9791165.0,0.0,0.0,0.0,5541535.0,0.0,0.0,0.0,7254690.0,0.0,0.0,0.0,8459064.0,0.0,0.0,0.0,5464837.0,0.0,0.0,0.0,1.0194415E7,0.0,0.0,0.0,5723445.0,0.0,0.0,0.0,7451829.0,0.0,0.0,0.0,7918443.0,0.0,0.0,0.0,5678738.0,0.0,0.0,0.0,1.0764324E7,0.0,0.0,0.0,5413127.0,0.0,0.0,0.0,7188700.0,0.0,0.0,0.0,8432548.0,0.0,0.0,0.0,5499383.0,0.0,0.0,0.0,1.0303739E7,0.0,0.0,0.0,5252625.0,0.0,0.0,0.0,7699161.0,0.0,0.0,0.0,7439125.0,0.0,0.0,0.0,5917082.0,0.0,0.0,0.0,1.0258595E7,0.0,0.0,0.0,4635880.0
1.0E8,1.0E-7,24.0,428.0,437.0,62.0,1.00391608E8,45.0,1.00252507E8,197.0,3.7669677E7,124.0,6.5815035E7,784.0,1.9668058E7,233.0,7.2096772E7,3169.0,1.0686644E7,697.0,8.2871279E7,12818.0,5744504.0,1621.0,5.34388E7,49931.0,3025604.0,4202.0,1.02790237E8,184926.0,1667435.0,11763.0,5.6485579E7,654928.0,1360842.0,28255.0,7.2264165E7,1922842.0,2242776.0,88316.0,8.1843424E7,3889198.0,4028044.0,217275.0,5.4209983E7,6862004.0,6920150.0,608122.0,1.03586481E8,1.0464989E7,1.048832E7,1693662.0,5.7025562E7,1.3347134E7,1.3356337E7,3328622.0,7.1134097E7,1.5180689E7,1.5184404E7,7022785.0,7.8726309E7,1.7619451E7,1.7620882E7,1.0720226E7,5.9579051E7,2.1986878E7,2.1987442E7,1.7349655E7,8.0478741E7,2.9428527E7,2.9428731E7,2.2291532E7,6.755966E7,4.0236249E7,4.0236312E7,3.1499543E7,5.1492092E7,5.3606424E7,5.3606436E7,4.2417833E7,5.1440046E7,7.1119985E7,7.1119988E7,5.5084065E7,5.8923909E7,9.2099679E7,9.2099683E7,7.3627096E7,7.5125607E7,1.12752865E8,1.12752869E8,9.8266826E7,9.8775165E7,1.2996446E8,1.29964462E8,1.2250327E8,1.22653709E8,1.45011054E8,1.45011055E8,1.46759687E8,1.46799884E8,1.59827946E8,1.59827948E8,1.72787008E8,1.72796848E8,1.73443411E8,1.73443412E8,1.97562357E8,1.97564514E8,1.8838034E8,1.88380344E8,2.19101516E8,2.19101953E8,2.07204998E8,2.07204999E8,2.3853076E8,2.38530858E8,2.30123528E8,2.30123532E8,2.55754541E8,2.55754558E8,2.56019729E8,2.56019732E8,2.70618981E8,2.70618984E8,2.81991212E8,2.81991222E8,2.84008362E8,2.84008365E8,3.03905957E8,3.03905958E8,2.98012367E8,2.9801237E8,3.21393991E8,3.21393991E8,3.12982802E8,3.12982806E8,3.36222333E8,3.36222337E8,3.29338645E8,3.2933865E8,3.49763952E8,3.49763958E8,3.46458076E8,3.46458077E8,3.60740085E8,3.60740086E8,3.62234533E8,3.62234537E8,3.69488199E8,3.69488204E8,3.75180751E8,3.75180754E8,3.76906193E8,3.76906197E8,3.84778816E8,3.84778819E8,3.83772732E8,3.83772738E8,3.91910381E8,3.91910382E8,3.90703918E8,3.90703922E8,3.9806708E8,3.98067088E8,3.97587398E8,3.97587401E8,4.03478182E8,4.03478185E8,4.04231445E8,4.04231447E8,4.08265096E8,4.08265099E8,4.10476466E8,4.10476469E8,4.12858026E8,4.12858027E8,4.15902398E8,4.15902404E8,4.16983529E8,4.16983532E8,4.20493131E8,4.20493138E8,4.20637442E8,4.20637443E8,4.24150369E8,4.24150373E8,4.23824515E8,4.2382452E8,4.27225433E8,4.27225435E8,4.26543605E8,4.2654361E8,4.29845157E8,4.29845157E8,4.2887639E8,4.28876391E8,4.32012183E8,4.32012184E8,4.31069309E8,4.3106931E8,4.33847352E8,4.33847356E8,4.33069948E8,4.33069949E8
1.0E8,1.0E-8,24.0,812.0,653.0,0.0,1.00605009E8,0.0,1.00417956E8,3.0,3.8067436E7,0.0,6.5252307E7,7.0,1.9918326E7,1.0,7.5685214E7,22.0,1.0848498E7,2.0,7.8596045E7,78.0,5838766.0,3.0,5.4568901E7,292.0,3042369.0,10.0,9.7612766E7,967.0,1523015.0,25.0,5.7007441E7,3228.0,732471.0,59.0,7.147083E7,10539.0,347691.0,204.0,8.0614704E7,33253.0,185296.0,531.0,5.3035144E7,104278.0,171399.0,1418.0,9.648926E7,317442.0,346785.0,4105.0,6.4439686E7,600725.0,613293.0,9793.0,6.3678182E7,703790.0,709059.0,28739.0,9.5515423E7,745802.0,748027.0,77069.0,4.7492701E7,784009.0,784865.0,188413.0,8.2971432E7,846517.0,846891.0,529440.0,7.2558799E7,992221.0,992391.0,930699.0,6.0667581E7,1398128.0,1398169.0,1748217.0,9.4359136E7,2549174.0,2549181.0,2709037.0,4.936093E7,5012010.0,5012011.0,3677230.0,8.8422354E7,7940200.0,7940201.0,5006357.0,5.9984396E7,1.0633242E7,1.0633246E7,5951640.0,7.4222901E7,1.2700172E7,1.2700175E7,7880716.0,7.0048463E7,1.3906613E7,1.3906613E7,9878830.0,6.7219455E7,1.4679415E7,1.4679415E7,1.4064136E7,7.2502292E7,1.5583028E7,1.5583028E7,1.8828014E7,6.8232971E7,1.7466711E7,1.7466711E7,2.9238483E7,5.2117164E7,2.1527666E7,2.1527666E7,4.3690036E7,5.4389969E7,2.8564639E7,2.8564639E7,6.1116177E7,6.5716882E7,3.7767663E7,3.7767663E7,7.8471329E7,8.026915E7,4.7383204E7,4.7383204E7,9.4961572E7,9.5624966E7,5.5266952E7,5.5266952E7,1.10117933E8,1.10352929E8,6.0245586E7,6.0245586E7,1.25675164E8,1.2575733E8,6.4871242E7,6.4871242E7,1.42322336E8,1.42350023E8,6.8952896E7,6.8952896E7,1.60352857E8,1.60361775E8,7.2452811E7,7.2452811E7,1.79143088E8,1.79145798E8,7.8308335E7,7.8308335E7,2.01534849E8,2.01535722E8,8.6882181E7,8.6882181E7,2.26026953E8,2.26027184E8,9.8480779E7,9.8480779E7,2.50522961E8,2.50523014E8,1.11848386E8,1.11848386E8,2.72161538E8,2.72161554E8,1.25475002E8,1.25475002E8,2.90811819E8,2.9081182E8,1.38013721E8,1.38013721E8,3.08364698E8,3.08364698E8,1.47674556E8,1.47674556E8,3.23893617E8,3.23893617E8,1.55558214E8,1.55558216E8,3.37180399E8,3.37180399E8,1.62421005E8,1.62421005E8,3.48801992E8,3.48801992E8,1.695015E8,1.695015E8,3.58527474E8,3.58527474E8,1.77369865E8,1.77369865E8,3.67833847E8,3.67833847E8,1.87521905E8,1.87521905E8,3.76175115E8,3.76175116E8,1.99442663E8,1.99442663E8,3.84208088E8,3.84208088E8
1.0E8,1.0E-9,24.0,-1.0,889.0,0.0,1.0024775E8,0.0,1.00212269E8,0.0,3.7818003E7,0.0,6.6031091E7,0.0,1.9720756E7,0.0,7.267423E7,0.0,1.071124E7,0.0,8.3794437E7,0.0,5742516.0,0.0,5.1210614E7,0.0,2979386.0,0.0,9.5817135E7,0.0,1477831.0,0.0,6.8332465E7,0.0,706316.0,0.0,6.3483373E7,0.0,325672.0,0.0,9.3951348E7,0.0,145573.0,0.0,5.1106551E7,0.0,64195.0,2.0,7.7717414E7,0.0,27624.0,6.0,7.4907523E7,0.0,11797.0,11.0,5.6735554E7,0.0,5091.0,34.0,1.02153851E8,0.0,2252.0,94.0,5.4211762E7,0.0,903.0,214.0,7.5574799E7,0.0,379.0,769.0,8.1141768E7,0.0,163.0,2025.0,5.3293364E7,0.0,74.0,5576.0,9.2360366E7,0.0,60.0,17535.0,6.5526684E7,0.0,29.0,45098.0,6.2660446E7,0.0,14.0,134904.0,9.7566983E7,0.0,4.0,328406.0,4.7065675E7,0.0,3.0,559730.0,8.5023434E7,0.0,1.0,918991.0,6.9259619E7,0.0,4.0,1238021.0,6.1011969E7,0.0,2.0,1596357.0,9.5996658E7,0.0,0.0,1820129.0,4.7487864E7,0.0,0.0,2024491.0,8.5330407E7,0.0,0.0,2570151.0,6.4356958E7,0.0,0.0,3477447.0,6.8330742E7,0.0,0.0,5546904.0,7.8918809E7,0.0,0.0,8379119.0,6.1258897E7,0.0,0.0,1.2692067E7,8.5133986E7,0.0,0.0,1.6858392E7,6.0947029E7,0.0,0.0,2.2969969E7,6.9445551E7,0.0,0.0,2.6832754E7,7.5518297E7,0.0,0.0,3.1813925E7,5.3880969E7,0.0,0.0,3.6703101E7,6.4937659E7,0.0,0.0,4.118367E7,9.5413891E7,0.0,0.0,4.9013679E7,7.075412E7,0.0,0.0,6.1671066E7,7.1423626E7,0.0,0.0,7.7870479E7,8.2061265E7,0.0,0.0,9.5345862E7,9.7033065E7,0.0,0.0,1.12270153E8,1.12911913E8,0.0,0.0,1.2812068E8,1.28355431E8,0.0,0.0,1.41290403E8,1.4137557E8,0.0,0.0,1.53129591E8,1.53160416E8,0.0,0.0,1.63171434E8,1.6318261E8,0.0,0.0,1.73433175E8,1.73437348E8
